"Value","Std.Error","DF","t-value","p-value","term","lower","upper"
0.87933670165328,2.9001019310123,181,0.303208894918511,0.762078890087056,"(Intercept)",-4.84301984650301,6.60169324980957
2.22828379434338,1.61027353786745,181,1.38379209615181,0.16812620965887,"week",-0.949038776702315,5.40560636538908
-1.44051827754645,0.605956898732391,181,-2.37726194810207,0.018484592059947,"desipramine",-2.6361663995252,-0.244870155567713
1.34444295148022,1.2992190326268,64,1.03480854091399,0.30465269112775,"endogenous1",-1.25104543745228,3.93993134041273
-0.887185187373616,0.336308315341637,181,-2.63801145229601,0.00906549989111348,"week:desipramine",-1.55077430812665,-0.223596066620583
